index,relative_path,top,directory,name,inferred_category,usage,duration_sec,size_kb,channels,sample_rate,reference_count,first_references
786,Item\StygianBonk1.ogg,Item,Item,StygianBonk1,物品/武器,物品/武器音效；动作：激活/使用/UI；主题：Stygian Bonk。 代码标识：DashHitSound。,0.50,10.6,2,44100,1,Items\Weapons\Melee\StygianShield.cs:21 (DashHitSound)
787,Item\StygianBonk2.ogg,Item,Item,StygianBonk2,物品/武器,物品/武器音效；动作：激活/使用/UI；主题：Stygian Bonk。 代码标识：DashHitSound。,0.55,10.5,2,44100,1,Items\Weapons\Melee\StygianShield.cs:21 (DashHitSound)
788,Item\StygianBonk3.ogg,Item,Item,StygianBonk3,物品/武器,物品/武器音效；动作：激活/使用/UI；主题：Stygian Bonk。 代码标识：DashHitSound。,0.39,9.0,2,44100,1,Items\Weapons\Melee\StygianShield.cs:21 (DashHitSound)
789,Item\StygianCatch.ogg,Item,Item,StygianCatch,物品/武器,物品/武器音效；动作：通用/特殊；主题：Stygian Catch。 代码标识：ShieldCatchSound。,0.60,10.4,2,44100,1,Items\Weapons\Melee\StygianShield.cs:25 (ShieldCatchSound)
790,Item\StygianDash.ogg,Item,Item,StygianDash,物品/武器,物品/武器音效；动作：移动/生成/阶段转换；主题：Stygian Dash。 代码标识：DashSound。,2.69,35.0,2,44100,2,Items\Weapons\Melee\StygianShield.cs:20 (DashSound); Items\Weapons\Rogue\NanoblackReaper.cs:101 (flurryActivationSound1)
791,Item\StygianDashCharge.ogg,Item,Item,StygianDashCharge,物品/武器,物品/武器音效；动作：蓄力/充能/冷却；主题：Stygian Dash Charge。 代码标识：DashChargeSound。,1.07,17.2,2,44100,1,Items\Weapons\Melee\StygianShield.cs:19 (DashChargeSound)
792,Item\StygianThrow.ogg,Item,Item,StygianThrow,物品/武器,物品/武器音效；动作：射击/发射；主题：Stygian Throw。 代码标识：ShieldThrowSound。,0.47,9.2,2,44100,1,Items\Weapons\Melee\StygianShield.cs:22 (ShieldThrowSound)
793,Item\StygianThrowLoop.ogg,Item,Item,StygianThrowLoop,物品/武器,物品/武器音效；动作：射击/发射；主题：Stygian Throw Loop。 代码标识：ThrowLoopSound。,0.99,14.0,2,44100,1,Items\Weapons\Melee\StygianShield.cs:23 (ThrowLoopSound)
794,Item\Summon\SarosFiring.ogg,Item,Item\Summon,SarosFiring,物品/武器,物品/武器音效；动作：射击/发射；主题：Saros Firing。 代码标识：FiringSound。,1.10,16.4,2,44100,1,Items\Weapons\Summon\SarosPossession.cs:19 (FiringSound)
795,Item\Summon\SarosSpawn.ogg,Item,Item\Summon,SarosSpawn,物品/武器,物品/武器音效；动作：移动/生成/阶段转换；主题：Saros Spawn。 代码标识：SpawnSound。,1.10,16.4,2,44100,1,Items\Weapons\Summon\SarosPossession.cs:20 (SpawnSound)
796,Item\SupernovaBoom.ogg,Item,Item,SupernovaBoom,物品/武器,物品/武器音效；动作：爆炸/爆裂；主题：Supernova Boom。 代码标识：ExplosionSound。,0.81,10.6,2,44100,1,Items\Weapons\Rogue\Supernova.cs:17 (ExplosionSound)
797,Item\SupernovaStealthCharge.ogg,Item,Item,SupernovaStealthCharge,物品/武器,物品/武器音效；动作：蓄力/充能/冷却；主题：Supernova Stealth Charge。 代码标识：StealthChargeSound。,2.28,44.6,2,44100,1,Items\Weapons\Rogue\Supernova.cs:19 (StealthChargeSound)
798,Item\SupernovaStealthExplode.ogg,Item,Item,SupernovaStealthExplode,物品/武器,物品/武器音效；动作：爆炸/爆裂；主题：Supernova Stealth Explode。 代码标识：StealthExplosionSound。,2.89,45.8,2,44100,1,Items\Weapons\Rogue\Supernova.cs:18 (StealthExplosionSound)
799,Item\Swine1.ogg,Item,Item,Swine1,物品/武器,物品/武器音效；动作：通用/特殊；主题：Swine。 代码标识：snort。,0.44,19.3,2,44100,2,Projectiles\Typeless\ScionsCurioMini.cs:148 (snort); Projectiles\Typeless\ScionsCurioMini.cs:167 (snort)
800,Item\Swine2.ogg,Item,Item,Swine2,物品/武器,物品/武器音效；动作：通用/特殊；主题：Swine。 代码标识：snort。,0.32,16.3,2,44100,2,Projectiles\Typeless\ScionsCurioMini.cs:148 (snort); Projectiles\Typeless\ScionsCurioMini.cs:167 (snort)
801,Item\SwingMid.ogg,Item,Item,SwingMid,物品/武器,物品/武器音效；动作：近战挥击/撞击；主题：Swing Mid。 代码标识：fire2。,0.52,11.7,1,44100,11,Projectiles\Melee\BalefulHarvesterHoldout.cs:128 (fire2); Projectiles\Melee\CometQuasherHoldout.cs:139 (fire2); Projectiles\Melee\DevilsSunriseProj.cs:20 (ThrowSound); 另 8 处
802,Item\SwooshMid.ogg,Item,Item,SwooshMid,物品/武器,物品/武器音效；动作：通用/特殊；主题：Swoosh Mid。 代码标识：hardThrow。,0.15,6.7,1,44100,9,Projectiles\DraedonsArsenal\PulseGrenadeProjectile.cs:130 (hardThrow); Projectiles\Melee\EarthHoldout.cs:188 (swoosh); Projectiles\Rogue\DoomsdayDeviceProjectile.cs:142 (w); 另 6 处
803,Item\SylvestaffFire1.ogg,Item,Item,SylvestaffFire1,物品/武器,物品/武器音效；动作：射击/发射；主题：Sylvestaff Fire。 代码标识：FireSound。,0.89,21.4,2,48000,1,Items\Weapons\Magic\Sylvestaff.cs:42 (FireSound)
804,Item\SylvestaffFire2.ogg,Item,Item,SylvestaffFire2,物品/武器,物品/武器音效；动作：射击/发射；主题：Sylvestaff Fire。 代码标识：FireSound。,1.24,24.6,2,48000,1,Items\Weapons\Magic\Sylvestaff.cs:42 (FireSound)
805,Item\SylvestaffFire3.ogg,Item,Item,SylvestaffFire3,物品/武器,物品/武器音效；动作：射击/发射；主题：Sylvestaff Fire。 代码标识：FireSound。,1.10,23.0,2,48000,1,Items\Weapons\Magic\Sylvestaff.cs:42 (FireSound)
806,Item\SylvestaffProjectileBounce1.ogg,Item,Item,SylvestaffProjectileBounce1,物品/武器,物品/武器音效；动作：通用/特殊；主题：Sylvestaff Projectile Bounce。 代码标识：BounceSound。,1.03,25.6,2,48000,1,Items\Weapons\Magic\Sylvestaff.cs:47 (BounceSound)
807,Item\SylvestaffProjectileBounce2.ogg,Item,Item,SylvestaffProjectileBounce2,物品/武器,物品/武器音效；动作：通用/特殊；主题：Sylvestaff Projectile Bounce。 代码标识：BounceSound。,1.10,24.4,2,48000,1,Items\Weapons\Magic\Sylvestaff.cs:47 (BounceSound)
808,Item\SylvestaffProjectileBounce3.ogg,Item,Item,SylvestaffProjectileBounce3,物品/武器,物品/武器音效；动作：通用/特殊；主题：Sylvestaff Projectile Bounce。 代码标识：BounceSound。,1.46,31.9,2,48000,1,Items\Weapons\Magic\Sylvestaff.cs:47 (BounceSound)
809,Item\TankCannon.ogg,Item,Item,TankCannon,物品/武器,物品/武器音效；动作：激活/使用/UI；主题：Tank Cannon。 代码标识：UseSound。,2.89,36.7,2,44100,2,Items\Weapons\Ranged\HandheldTank.cs:15 (UseSound); Items\Weapons\Ranged\RubicoPrime.cs:16 (UseSound)
810,Item\TaserLaunch.ogg,Item,Item,TaserLaunch,物品/武器,物品/武器音效；动作：射击/发射；主题：Taser Launch。 代码标识：oops。,1.00,18.5,1,44100,2,Projectiles\Ranged\StarmadaHoldout.cs:219 (oops); Items\Weapons\DraedonsArsenal\ShortCircuit.cs:22 (Fire)
811,Item\TearsOfHeavenUse.ogg,Item,Item,TearsOfHeavenUse,物品/武器,物品/武器音效；动作：激活/使用/UI；主题：Tears Of Heaven Use。 代码标识：UseSound。,0.92,34.9,2,44100,1,Items\Weapons\Magic\TearsofHeaven.cs:14 (UseSound)
812,Item\TerratomereSwing.ogg,Item,Item,TerratomereSwing,物品/武器,物品/武器音效；动作：近战挥击/撞击；主题：Terratomere Swing。 代码标识：fire。,0.69,13.5,2,44100,4,Projectiles\Melee\BalefulHarvesterHoldout.cs:126 (fire); Projectiles\Melee\CometQuasherHoldout.cs:137 (fire); Projectiles\Melee\StellarStrikerHoldout.cs:139 (fire); 另 1 处
813,Item\TeslaCannonFire.ogg,Item,Item,TeslaCannonFire,物品/武器,物品/武器音效；动作：射击/发射；主题：Tesla Cannon Fire。 代码标识：FireSound。,2.40,35.6,2,44100,1,Items\Weapons\DraedonsArsenal\TeslaCannon.cs:20 (FireSound)
814,Item\TF2PanHit.ogg,Item,Item,TF2PanHit,物品/武器,物品/武器音效；动作：受击/命中/冲击；主题：TF2 Pan Hit。 代码标识：Kunk。,0.68,17.2,2,48000,5,Projectiles\Melee\FallenPaladinsHammerEcho.cs:15 (Kunk); Projectiles\Melee\GalaxySmasherEcho.cs:20 (Kunk); Projectiles\Melee\PwnagehammerEcho.cs:14 (Kunk); 另 2 处
815,Item\TheHiveNuke.ogg,Item,Item,TheHiveNuke,物品/武器,物品/武器音效；动作：爆炸/爆裂；主题：The Hive Nuke。 代码标识：fire。,1.45,15.1,2,48000,3,Projectiles\Ranged\HiveNuke.cs:184 (fire); Projectiles\Ranged\HiveNuke.cs:189 (fire); Projectiles\Typeless\AuricLandMineExplosion.cs:47 (explode2)
816,Item\UnstableCastersGauntlet\AerSigilGust.ogg,Item,Item\UnstableCastersGauntlet,AerSigilGust,物品/武器,物品/武器音效；动作：通用/特殊；主题：Aer Sigil Gust。 首处代码上下文：AerSigilMissile.cs。,1.79,27.1,2,48000,1,Projectiles\Magic\AerSigilMissile.cs:98
817,Item\UnstableCastersGauntlet\AquaSigilExplosion.ogg,Item,Item\UnstableCastersGauntlet,AquaSigilExplosion,物品/武器,物品/武器音效；动作：爆炸/爆裂；主题：Aqua Sigil Explosion。 首处代码上下文：AquaSigilWaterball.cs。,2.07,33.8,2,48000,1,Projectiles\Magic\AquaSigilWaterball.cs:106
818,Item\UnstableCastersGauntlet\AquaSigilShot.ogg,Item,Item\UnstableCastersGauntlet,AquaSigilShot,物品/武器,物品/武器音效；动作：射击/发射；主题：Aqua Sigil Shot。 首处代码上下文：AquaSigil.cs。,0.77,17.1,2,48000,1,Projectiles\Magic\AquaSigil.cs:46
819,Item\UnstableCastersGauntlet\IgnisSigilHit.ogg,Item,Item\UnstableCastersGauntlet,IgnisSigilHit,物品/武器,物品/武器音效；动作：受击/命中/冲击；主题：Ignis Sigil Hit。 首处代码上下文：IgnisSigilFireball.cs。,0.94,20.6,2,48000,1,Projectiles\Magic\IgnisSigilFireball.cs:128
820,Item\UnstableCastersGauntlet\PerditoSigilHit1.ogg,Item,Item\UnstableCastersGauntlet,PerditoSigilHit1,物品/武器,物品/武器音效；动作：受击/命中/冲击；主题：Perdito Sigil Hit。 首处代码上下文：PerditoSigilShotCreator.cs。,0.66,14.7,2,48000,1,Projectiles\Magic\PerditoSigilShotCreator.cs:48
821,Item\UnstableCastersGauntlet\PerditoSigilHit2.ogg,Item,Item\UnstableCastersGauntlet,PerditoSigilHit2,物品/武器,物品/武器音效；动作：受击/命中/冲击；主题：Perdito Sigil Hit。 首处代码上下文：PerditoSigilShotCreator.cs。,1.01,12.9,2,48000,1,Projectiles\Magic\PerditoSigilShotCreator.cs:45
822,Item\UnstableCastersGauntlet\VisNeedleFire.ogg,Item,Item\UnstableCastersGauntlet,VisNeedleFire,物品/武器,物品/武器音效；动作：射击/发射；主题：Vis Needle Fire。 首处代码上下文：UnstableCastersGauntletHoldout.cs。,1.31,14.7,2,48000,2,Projectiles\Magic\UnstableCastersGauntletHoldout.cs:145; Projectiles\Magic\WarpSigilShotCreator.cs:49
823,Item\ViperSpit.ogg,Item,Item,ViperSpit,物品/武器,物品/武器音效；动作：通用/特殊；主题：Viper Spit。 代码标识：fire。,1.04,25.8,1,44100,3,Projectiles\Magic\VitriolicViperHoldout.cs:75 (fire); Projectiles\Magic\VitriolicViperHoldout.cs:119 (fire); Projectiles\Rogue\ReaperProjectile.cs:236 (fire2)
824,Item\VividClarityBeamAppear.ogg,Item,Item,VividClarityBeamAppear,物品/武器,物品/武器音效；动作：激光/光束；主题：Vivid Clarity Beam Appear。 首处代码上下文：AerSigil.cs。,0.53,13.8,2,44100,4,Projectiles\Magic\AerSigil.cs:46; Projectiles\Melee\NeptunesBountyProjectile.cs:134; Items\Weapons\Magic\Atlantis.cs:35 (UseSound); 另 1 处
825,Item\VividClarityShoot.ogg,Item,Item,VividClarityShoot,物品/武器,物品/武器音效；动作：射击/发射；主题：Vivid Clarity Shoot。 代码标识：UseSound。,0.77,18.5,2,44100,1,Items\Weapons\Magic\VividClarity.cs:19 (UseSound)
826,Item\VoidDash.ogg,Item,Item,VoidDash,物品/武器,物品/武器音效；动作：移动/生成/阶段转换；主题：Void Dash。 代码标识：VoidDash。,1.39,28.9,2,44100,1,Items\Accessories\StatisVoidSash.cs:25 (VoidDash)
827,Item\VolterionFire.ogg,Item,Item,VolterionFire,物品/武器,物品/武器音效；动作：射击/发射；主题：Volterion Fire。 代码标识：FireSound。,4.65,72.0,2,48000,1,Projectiles\Magic\VolterionHoldout.cs:28 (FireSound)
828,Item\VolterionOrbShot.ogg,Item,Item,VolterionOrbShot,物品/武器,物品/武器音效；动作：射击/发射；主题：Volterion Orb Shot。 代码标识：FireSound。,1.24,18.4,2,44100,1,Projectiles\Magic\VolterionOrb.cs:18 (FireSound)
829,Item\VulcanRampDown.ogg,Item,Item,VulcanRampDown,物品/武器,物品/武器音效；动作：通用/特殊；主题：Vulcan Ramp Down。 代码标识：sound。,0.90,28.1,2,44100,1,Projectiles\DraedonsArsenal\VulcanHoldout.cs:80 (sound)
830,Item\VulcanRampUp.ogg,Item,Item,VulcanRampUp,物品/武器,物品/武器音效；动作：通用/特殊；主题：Vulcan Ramp Up。 代码标识：sound2。,0.45,16.3,2,44100,2,Projectiles\DraedonsArsenal\VulcanHoldout.cs:87 (sound2); Projectiles\DraedonsArsenal\VulcanSpear.cs:91 (sound2)
831,Item\VulcanShot.ogg,Item,Item,VulcanShot,物品/武器,物品/武器音效；动作：射击/发射；主题：Vulcan Shot。 代码标识：sound。,0.31,16.7,2,44100,1,Projectiles\DraedonsArsenal\VulcanHoldout.cs:195 (sound)
832,Item\WaterSplash1.ogg,Item,Item,WaterSplash1,物品/武器,物品/武器音效；动作：水体/气泡；主题：Water Splash。 代码标识：transform。,1.21,17.3,1,44100,4,CalPlayer\CalamityPlayerMiscEffects.cs:1899 (transform); CalPlayer\CalamityPlayerMiscEffects.cs:2013 (max); Projectiles\Typeless\LeviAmberDash.cs:122 (sound); 另 1 处
833,Item\WaterSplash2.ogg,Item,Item,WaterSplash2,物品/武器,物品/武器音效；动作：水体/气泡；主题：Water Splash。 代码标识：sound。,0.90,14.7,1,44100,2,Projectiles\Typeless\LeviAmberDash.cs:122 (sound); Projectiles\Typeless\PuddleSplash.cs:37 (waterSound)
834,Item\WeldingBurn.ogg,Item,Item,WeldingBurn,物品/武器,物品/武器音效；动作：通用/特殊；主题：Welding Burn。 代码标识：burn。,0.25,6.2,1,44100,3,Projectiles\Boss\BrimstoneMonster.cs:306 (burn); Projectiles\Magic\IncineratingFireball.cs:158 (Burn); Items\Weapons\Ranged\DragonsBreath.cs:23 (WeldingBurn)
835,Item\WeldingShoot.ogg,Item,Item,WeldingShoot,物品/武器,物品/武器音效；动作：射击/发射；主题：Welding Shoot。 代码标识：fire2。,0.60,9.6,1,44100,2,Projectiles\Melee\EarthMeteor.cs:76 (fire2); Items\Weapons\Ranged\DragonsBreath.cs:24 (WeldingShoot)
836,Item\WulfrumBlunderbussFire.ogg,Item,Item,WulfrumBlunderbussFire,物品/武器,物品/武器音效；动作：射击/发射；主题：Wulfrum Blunderbuss Fire。 代码标识：FireSound。,1.76,31.1,2,44100,2,Projectiles\Ranged\M1GarandHoldout.cs:46 (FireSound); Items\Weapons\Ranged\WulfrumBlunderbuss.cs:22 (ShootSound)
837,Item\WulfrumBlunderbussFireAndReload.ogg,Item,Item,WulfrumBlunderbussFireAndReload,物品/武器,物品/武器音效；动作：射击/发射；主题：Wulfrum Blunderbuss Fire And Reload。 代码标识：ShootAndReloadSound。,1.76,36.4,2,44100,2,Items\Weapons\Ranged\Animosity.cs:18 (ShootAndReloadSound); Items\Weapons\Ranged\WulfrumBlunderbuss.cs:23 (ShootAndReloadSound)
838,Item\WulfrumKnifeThrowFull.ogg,Item,Item,WulfrumKnifeThrowFull,物品/武器,物品/武器音效；动作：射击/发射；主题：Wulfrum Knife Throw Full。 代码标识：Throw3Sound。,0.77,14.9,2,48000,1,Items\Weapons\Rogue\WulfrumKnife.cs:15 (Throw3Sound)
839,Item\WulfrumKnifeThrowSingle.ogg,Item,Item,WulfrumKnifeThrowSingle,物品/武器,物品/武器音效；动作：射击/发射；主题：Wulfrum Knife Throw Single。 代码标识：HitSound。,0.59,13.5,2,48000,2,Projectiles\Rogue\PhantasmalRuinProj.cs:13 (HitSound); Items\Weapons\Rogue\WulfrumKnife.cs:17 (Throw1Sound)
840,Item\WulfrumKnifeThrowTwo.ogg,Item,Item,WulfrumKnifeThrowTwo,物品/武器,物品/武器音效；动作：射击/发射；主题：Wulfrum Knife Throw Two。 代码标识：Throw2Sound。,0.65,14.1,2,48000,1,Items\Weapons\Rogue\WulfrumKnife.cs:16 (Throw2Sound)
841,Item\WulfrumKnifeTileHit1.ogg,Item,Item,WulfrumKnifeTileHit1,物品/武器,物品/武器音效；动作：受击/命中/冲击；主题：Wulfrum Knife Tile Hit。 代码标识：fire。,0.36,7.6,1,48000,3,Projectiles\Melee\PhotonRipperProjectile.cs:253 (fire); Projectiles\Melee\RespiteblockHoldout.cs:112 (fire); Items\Weapons\Rogue\WulfrumKnife.cs:18 (TileHitSound)
842,Item\WulfrumKnifeTileHit2.ogg,Item,Item,WulfrumKnifeTileHit2,物品/武器,物品/武器音效；动作：受击/命中/冲击；主题：Wulfrum Knife Tile Hit。 代码标识：fire。,0.38,8.0,1,48000,10,Projectiles\Melee\GrandGuardianHoldout.cs:205 (fire); Projectiles\Melee\PhotonRipperProjectile.cs:253 (fire); Projectiles\Melee\RespiteblockHoldout.cs:112 (fire); 另 7 处
843,Item\WulfrumPing.ogg,Item,Item,WulfrumPing,物品/武器,物品/武器音效；动作：通用/特殊；主题：Wulfrum Ping。 代码标识：ScanBeepSound。,3.96,59.3,2,44100,1,Items\Tools\WulfrumTreasurePinger.cs:20 (ScanBeepSound)
844,Item\WulfrumPingBreak.ogg,Item,Item,WulfrumPingBreak,物品/武器,物品/武器音效；动作：采掘/破碎/物块碰撞；主题：Wulfrum Ping Break。 代码标识：ScanBeepBreakSound。,2.86,49.4,2,44100,1,Items\Tools\WulfrumTreasurePinger.cs:21 (ScanBeepBreakSound)
845,Item\WulfrumPingReady.ogg,Item,Item,WulfrumPingReady,物品/武器,物品/武器音效；动作：通用/特殊；主题：Wulfrum Ping Ready。 代码标识：RechargeBeepSound。,0.39,7.1,2,48000,1,Items\Tools\WulfrumTreasurePinger.cs:22 (RechargeBeepSound)
846,Item\WulfrumProsthesisHit.ogg,Item,Item,WulfrumProsthesisHit,物品/武器,物品/武器音效；动作：受击/命中/冲击；主题：Wulfrum Prosthesis Hit。 代码标识：HitSound。,1.01,17.7,2,44100,1,Items\Weapons\Magic\WulfrumProsthesis.cs:21 (HitSound)
847,Item\WulfrumProsthesisShoot.ogg,Item,Item,WulfrumProsthesisShoot,物品/武器,物品/武器音效；动作：射击/发射；主题：Wulfrum Prosthesis Shoot。 代码标识：fireSmall。,1.06,21.7,2,44100,3,Projectiles\Summon\AmphibiansGuitarMinion.cs:99 (fireSmall); Items\Weapons\Magic\WulfrumProsthesis.cs:20 (ShootSound); Items\Armor\Wulfrum\WulfrumFusionCannon.cs:22 (ShootSound)
848,Item\WulfrumProsthesisSucc.ogg,Item,Item,WulfrumProsthesisSucc,物品/武器,物品/武器音效；动作：通用/特殊；主题：Wulfrum Prosthesis Succ。 代码标识：SuckSound。,2.27,31.4,2,44100,1,Items\Weapons\Magic\WulfrumProsthesis.cs:22 (SuckSound)
849,Item\WulfrumProsthesisSuccStop.ogg,Item,Item,WulfrumProsthesisSuccStop,物品/武器,物品/武器音效；动作：通用/特殊；主题：Wulfrum Prosthesis Succ Stop。 代码标识：SuckStopSound。,1.43,21.4,2,44100,1,Items\Weapons\Magic\WulfrumProsthesis.cs:23 (SuckStopSound)
850,Item\WulfrumScrewdriverScrewGet.ogg,Item,Item,WulfrumScrewdriverScrewGet,物品/武器,物品/武器音效；动作：通用/特殊；主题：Wulfrum Screwdriver Screw Get。 代码标识：ScrewGetSound。,1.81,37.7,2,48000,1,Items\Weapons\Melee\WulfrumScrewdriver.cs:24 (ScrewGetSound)
851,Item\WulfrumScrewdriverScrewHit.ogg,Item,Item,WulfrumScrewdriverScrewHit,物品/武器,物品/武器音效；动作：受击/命中/冲击；主题：Wulfrum Screwdriver Screw Hit。 代码标识：ScrewHitSound。,1.15,19.4,2,48000,1,Items\Weapons\Melee\WulfrumScrewdriver.cs:25 (ScrewHitSound)
852,Item\WulfrumScrewdriverThrust.ogg,Item,Item,WulfrumScrewdriverThrust,物品/武器,物品/武器音效；动作：近战挥击/撞击；主题：Wulfrum Screwdriver Thrust。 代码标识：ThrustSound。,0.78,15.4,2,48000,1,Items\Weapons\Melee\WulfrumScrewdriver.cs:22 (ThrustSound)
853,Item\WulfrumScrewdriverThud.ogg,Item,Item,WulfrumScrewdriverThud,物品/武器,物品/武器音效；动作：通用/特殊；主题：Wulfrum Screwdriver Thud。 代码标识：w。,0.46,11.4,2,48000,3,Projectiles\Rogue\PumpkaboomBig.cs:209 (w); Projectiles\Rogue\PumpkaboomSmall.cs:178 (w); Items\Weapons\Melee\WulfrumScrewdriver.cs:23 (ThudSound)
854,Item\XykDie.ogg,Item,Item,XykDie,物品/武器,物品/武器音效；动作：死亡/击杀；主题：Xyk Die。 代码标识：die。,1.58,53.6,2,48000,1,Projectiles\Typeless\XykDeathAnim.cs:41 (die)
855,Music\DraedonExoSelect.ogg,Music,Music,DraedonExoSelect,音乐,音乐或静音占位轨；主题：Draedon Exo Select。 首处代码上下文：DraedonExoSelectMusicScene.cs。,69.82,1168.2,2,44100,2,Scenes\MusicScenes\DraedonExoSelectMusicScene.cs:12; Items\Placeables\MusicBoxes\DraedonExoSelectMusicBox.cs:15
856,Music\DraedonTalk.ogg,Music,Music,DraedonTalk,音乐,音乐或静音占位轨；主题：Draedon Talk。 首处代码上下文：DraedonCommunicationMusicScene.cs。,69.78,1151.4,2,44100,2,Scenes\MusicScenes\DraedonCommunicationMusicScene.cs:9; Items\Placeables\MusicBoxes\DraedonTalkMusicBox.cs:14
857,Music\MarniteOrgan.ogg,Music,Music,MarniteOrgan,音乐,音乐或静音占位轨；主题：Marnite Organ。 代码标识：MarniteOrganSound。,9.96,152.9,2,44100,1,Tiles\FurnitureMarnite\MarniteOrgan.cs:12 (MarniteOrganSound)
858,Music\Silence.ogg,Music,Music,Silence,音乐,音乐或静音占位轨；主题：Silence。 首处代码上下文：MusicEventSystem.cs。,2.50,3.8,2,44100,6,Systems\Sound\MusicEventSystem.cs:129; Systems\Sound\MusicEventSystem.cs:182; Systems\Sound\MusicEventSystem.cs:200; 另 3 处
859,NPCHit\AnahitaHit1.ogg,NPCHit,NPCHit,AnahitaHit1,NPC受击,NPC/敌怪受击音效；对象/主题：Anahita Hit。 代码标识：HitSound。,0.31,8.8,2,44100,1,NPCs\Leviathan\Anahita.cs:23 (HitSound)
860,NPCHit\AnahitaHit2.ogg,NPCHit,NPCHit,AnahitaHit2,NPC受击,NPC/敌怪受击音效；对象/主题：Anahita Hit。 代码标识：HitSound。,0.22,8.4,2,44100,1,NPCs\Leviathan\Anahita.cs:23 (HitSound)
861,NPCHit\AnahitaHit3.ogg,NPCHit,NPCHit,AnahitaHit3,NPC受击,NPC/敌怪受击音效；对象/主题：Anahita Hit。 代码标识：HitSound。,0.24,8.5,2,44100,1,NPCs\Leviathan\Anahita.cs:23 (HitSound)
862,NPCHit\AstralEnemyHit1.ogg,NPCHit,NPCHit,AstralEnemyHit1,NPC受击,NPC/敌怪受击音效；对象/主题：Astral Enemy Hit。 代码标识：AstralNPCHitSound。,0.29,6.9,2,44100,1,Sounds\CommonCalamitySounds.cs:8 (AstralNPCHitSound)
863,NPCHit\AstralEnemyHit2.ogg,NPCHit,NPCHit,AstralEnemyHit2,NPC受击,NPC/敌怪受击音效；对象/主题：Astral Enemy Hit。 代码标识：AstralNPCHitSound。,0.22,6.2,2,44100,1,Sounds\CommonCalamitySounds.cs:8 (AstralNPCHitSound)
864,NPCHit\AstralEnemyHit3.ogg,NPCHit,NPCHit,AstralEnemyHit3,NPC受击,NPC/敌怪受击音效；对象/主题：Astral Enemy Hit。 代码标识：AstralNPCHitSound。,0.28,6.8,2,44100,1,Sounds\CommonCalamitySounds.cs:8 (AstralNPCHitSound)
865,NPCHit\AstrumDeusHit1.ogg,NPCHit,NPCHit,AstrumDeusHit1,NPC受击,NPC/敌怪受击音效；对象/主题：Astrum Deus Hit。 代码标识：HitSound。,0.35,9.0,2,44100,1,NPCs\AstrumDeus\AstrumDeusHead.cs:46 (HitSound)
866,NPCHit\AstrumDeusHit2.ogg,NPCHit,NPCHit,AstrumDeusHit2,NPC受击,NPC/敌怪受击音效；对象/主题：Astrum Deus Hit。 代码标识：HitSound。,0.33,8.7,2,44100,1,NPCs\AstrumDeus\AstrumDeusHead.cs:46 (HitSound)
867,NPCHit\AtlasHurt1.ogg,NPCHit,NPCHit,AtlasHurt1,NPC受击,NPC/敌怪受击音效；对象/主题：Atlas Hurt。 代码标识：HurtSound。,0.33,8.5,2,44100,1,NPCs\Astral\Atlas.cs:51 (HurtSound)
868,NPCHit\AtlasHurt2.ogg,NPCHit,NPCHit,AtlasHurt2,NPC受击,NPC/敌怪受击音效；对象/主题：Atlas Hurt。 代码标识：HurtSound。,0.24,7.6,2,44100,1,NPCs\Astral\Atlas.cs:51 (HurtSound)
869,NPCHit\AtlasHurt3.ogg,NPCHit,NPCHit,AtlasHurt3,NPC受击,NPC/敌怪受击音效；对象/主题：Atlas Hurt。 代码标识：HurtSound。,0.27,8.5,2,44100,1,NPCs\Astral\Atlas.cs:51 (HurtSound)
870,NPCHit\AureusHit1.ogg,NPCHit,NPCHit,AureusHit1,NPC受击,NPC/敌怪受击音效；对象/主题：Aureus Hit。 代码标识：HitSound。,0.38,11.3,2,44100,1,NPCs\AstrumAureus\AstrumAureus.cs:41 (HitSound)
871,NPCHit\AureusHit2.ogg,NPCHit,NPCHit,AureusHit2,NPC受击,NPC/敌怪受击音效；对象/主题：Aureus Hit。 代码标识：HitSound。,0.37,10.6,2,44100,1,NPCs\AstrumAureus\AstrumAureus.cs:41 (HitSound)
872,NPCHit\AureusHit3.ogg,NPCHit,NPCHit,AureusHit3,NPC受击,NPC/敌怪受击音效；对象/主题：Aureus Hit。 代码标识：HitSound。,0.42,11.6,2,44100,1,NPCs\AstrumAureus\AstrumAureus.cs:41 (HitSound)
873,NPCHit\AureusHit4.ogg,NPCHit,NPCHit,AureusHit4,NPC受击,NPC/敌怪受击音效；对象/主题：Aureus Hit。 代码标识：HitSound。,0.37,10.8,2,44100,1,NPCs\AstrumAureus\AstrumAureus.cs:41 (HitSound)
874,NPCHit\CrabulonHit1.ogg,NPCHit,NPCHit,CrabulonHit1,NPC受击,NPC/敌怪受击音效；对象/主题：Crabulon Hit。 代码标识：HitSound。,0.43,8.9,2,44100,1,NPCs\Crabulon\Crabulon.cs:47 (HitSound)
875,NPCHit\CrabulonHit2.ogg,NPCHit,NPCHit,CrabulonHit2,NPC受击,NPC/敌怪受击音效；对象/主题：Crabulon Hit。 代码标识：HitSound。,0.43,9.3,2,44100,1,NPCs\Crabulon\Crabulon.cs:47 (HitSound)
